4.683928943727280747e-01,8.835202864117712718e-01
9.802565974165688978e-01,1.977296215069730967e-01
7.053864071770760136e-01,7.088229797134235621e-01
9.943935246909559877e-01,1.057426973965452516e-01
7.164014934864890716e-01,6.976882542585393088e-01
3.007121446865856362e-01,9.537149500967224691e-01
9.622240100858641121e-01,2.722589840836821540e-01
9.898425819247710367e-01,1.421677284354755100e-01
6.233354946659972473e-01,7.819545134401978403e-01
1.033745048171408054e-01,9.946425044978778329e-01
8.881396757598795100e-01,4.595736245055150881e-01
7.891769165721457258e-02,9.968811353132813746e-01
3.134427953249735443e-01,9.496070840399554180e-01
8.023066216351142366e-01,5.969121249233001469e-01
2.288334681641594204e-01,9.734655843161393873e-01
2.023459268254311216e-01,9.793141099244700998e-01
9.850469016530630784e-01,1.722863939598846539e-01
1.892521036454890004e-01,9.819285316486923154e-01
3.116587440912514384e-01,9.501940997667075450e-01
3.827966065323079592e-01,9.238326461147329249e-01
1.847989898586665791e-01,9.827763394319261048e-01
6.054249312242623304e-01,7.959024140258008639e-01
9.224022979751532736e-01,3.862305020193986249e-01
6.767413060109661593e-02,9.977074781955810323e-01
4.811677184372551985e-01,8.766285568779322857e-01
8.510675064917651023e-01,5.250562821202020558e-01
8.748296970103104364e-01,4.844305948521919203e-01
9.497747121481513455e-01,3.129344918092226702e-01
8.044832261316783306e-01,5.939753689108386858e-01
4.809093589497615701e-02,9.988429615734123468e-01
2.518733787124811663e-01,9.677601981358600058e-01
1.599369922066356253e-01,9.871272250950708926e-01
3.040576559616965935e-01,9.526536316264577753e-01
9.842353911304663194e-01,1.768634921238914082e-01
8.232638968556967862e-01,5.676588378013439629e-01
9.081650113227998089e-01,4.186123650933626372e-01
3.930850551541213433e-01,9.195021149592215171e-01
7.189060729033741604e-01,6.951072279459108438e-01
9.992358141844731589e-01,3.908692429819834308e-02
5.503673468115433121e-01,8.349226213030895849e-01
9.856321747715571790e-01,1.689059384837919287e-01
3.524070561303342397e-01,9.358468180154012606e-01
9.208750118630238957e-01,3.898579389037443166e-01
1.350086168972915168e-01,9.908444243994514178e-01
9.104143382164160414e-01,4.136976344747033130e-01
8.608894621424062477e-01,5.087920341083952414e-01
7.898338654580779883e-01,6.133208499436086925e-01
3.788023996625742296e-01,9.254775750983247340e-01
9.595312881236131020e-01,2.816020367679179515e-01
9.612661772804251825e-01,2.756217270403013564e-01
5.972604555043380392e-01,8.020473479108016779e-01
3.766005405277446649e-01,9.263757514498155432e-01
9.992008658582708369e-01,3.997035986930459056e-02
9.996506834444142120e-01,2.642936036145400111e-02
9.996523344090293417e-01,2.636684111869078140e-02
9.913515977635131149e-01,1.312326545175768744e-01
9.687089183232296952e-01,2.481995800984329592e-01
9.995087159768313301e-01,3.134209128865084182e-02
1.145462279809510431e-01,9.934179189320757608e-01
4.482645990498528299e-01,8.939009169022451573e-01
4.151347299762896959e-01,9.097599441432409062e-01
1.638128465012565205e-01,9.864914349963490592e-01
9.947779061692997304e-01,1.020633009334102059e-01
9.975741305902841027e-01,6.961216831157290841e-02
9.843152695057293400e-01,1.764183953499842694e-01
7.546041577331150663e-01,6.561802840164401296e-01
9.210748117297784532e-01,3.893856586945043663e-01
9.429962917665389854e-01,3.328032357333030045e-01
6.631328860007392745e-01,7.485016870417399160e-01
1.976975534149385261e-01,9.802630653930338722e-01
7.523562304873724349e-01,6.587564819011892947e-01
9.612232451887904316e-01,2.757714142341995966e-01
7.303160203048721932e-01,6.831094425390807912e-01
9.940337937776773103e-01,1.090725301254090035e-01
8.613596964577500126e-01,5.079955445850019569e-01
8.500880524671682315e-01,5.266405824208547637e-01
8.174188544659457545e-01,5.760437625420322671e-01
5.314865580580711013e-01,8.470667261813467075e-01
1.263358985181502747e-01,9.919875204586051654e-01
6.953823962061529418e-01,7.186399119493636078e-01
4.090537683693486470e-01,9.125102819052700598e-01
1.459993759122494607e-03,9.999989342085437993e-01
1.787294687190210396e-01,9.838982554163903105e-01
8.466315210726077511e-02,9.964096299591161943e-01
8.105657391362310893e-01,5.856476607470870732e-01
9.984899923932848420e-01,5.493391566653314101e-02
4.078712785852243727e-01,9.130394406077178004e-01
9.868621514634494662e-01,1.615645196475140877e-01
6.555601020551357072e-01,7.551430014199032037e-01
1.929643323563537405e-01,9.812057717106369426e-01
4.755181666732328782e-01,8.797059015169372831e-01
7.910797871934818204e-01,6.117129803215847206e-01
8.219789740661310740e-01,5.695178365891540029e-01
8.771230325475265488e-01,4.802657449523448641e-01
9.999797645724231021e-01,6.361638600345744660e-03
1.535364554595452721e-02,9.998821258370655940e-01
9.995822939249641159e-01,2.890047874527999772e-02
5.152876094826721598e-01,8.570173157606753023e-01
5.579177301425956026e-01,8.298962624283434675e-01
5.675259525705688146e-01,8.233555083673567143e-01
