3.060889806946560099e-01,4.726847910792935092e-01,8.263647040983969072e-01
4.928438477185785316e-01,6.007903920404054077e-01,6.294091249718918313e-01
6.576229117139567037e-01,2.670644842512698292e-02,7.528737421383305817e-01
8.363925519677870568e-01,3.281287519358509486e-01,4.390660783593207661e-01
7.158234859030990771e-01,6.957115939596750787e-01,5.985077325836150181e-02
1.502779334058401972e-01,5.736837993391655788e-01,8.051729262134004195e-01
8.882325824429060379e-01,9.752799970956907427e-02,4.489222301907723756e-01
2.510329136088743085e-01,6.227731199788318905e-01,7.410371902387024035e-01
7.905880105011956482e-01,6.053678136193783033e-01,9.219765661585424543e-02
6.366459213554738206e-01,3.627493034898404134e-01,6.805107740800842020e-01
2.227378565415810141e-01,7.456499851508792409e-02,9.720225862909293024e-01
8.785997962467851918e-01,2.116824536177324134e-01,4.280805261460556843e-01
3.960144097770340599e-01,4.368685326507379396e-01,8.076623505082667354e-01
6.710203164182850788e-01,5.688189346204499675e-01,4.755804396431381198e-01
2.357928825500073822e-01,4.800184580410177260e-01,8.449757372130173305e-01
2.331191327683067582e-01,8.109744729843876287e-01,5.366338361537104085e-01
7.345506604445022347e-01,1.864230329105808770e-01,6.524429324017281262e-01
3.826575245838862993e-01,9.238634728677048713e-01,7.035792788008380684e-03
5.999108585246106795e-01,6.794533149798285265e-01,4.224336096798956275e-01
8.239520329627755268e-01,3.423797828018257383e-01,4.515297683487590197e-01
3.399395304940432405e-01,7.721032696069417556e-01,5.369335682091032069e-01
9.713847631717745790e-01,1.132012546928724689e-01,2.087992284795968934e-01
8.198965800340345389e-01,4.681806797355160255e-01,3.295094068018153410e-01
8.956166815123018932e-01,2.301114624936055619e-01,3.806829056129862887e-01
2.492176269306719816e-01,3.524237717502095024e-01,9.020465949896384616e-01
4.772856181266301179e-01,2.213555151401463139e-01,8.504117677022827726e-01
4.400897335925852416e-01,8.798635647075950805e-01,1.793352555591091468e-01
9.435714615689491103e-01,3.301184612335741342e-01,2.635713310309250115e-02
4.137156024088945450e-01,1.569737238249119815e-01,8.967712363540579767e-01
1.733432859720516472e-01,9.236881683431333867e-01,3.416903172045104298e-01
3.732604894310229127e-01,2.758764470369804989e-01,8.857588797183834073e-01
1.162212683549588010e-01,9.778252687641677543e-01,1.742135486931132571e-01
9.208430356332999445e-01,1.270486527030354196e-01,3.686553181116377087e-01
6.816693974791158128e-01,4.390309890940369830e-01,5.853021639764974804e-01
8.180222060445813126e-02,9.936030078768878226e-01,7.785537516562784921e-02
8.490848737393372758e-01,1.377191064187290592e-01,5.099885537090810272e-01
8.407541439962601393e-01,5.227438580522614231e-01,1.409656987417609308e-01
4.521977002035456605e-01,7.812885323482241517e-01,4.302388512812181376e-01
3.778243519037506326e-01,9.232618647283762359e-01,6.954342705671268110e-02
2.655265283559447576e-01,2.963717460310276164e-01,9.174199969990625148e-01
3.843155273020209539e-01,4.537369819361577461e-01,8.040051782781231227e-01
3.443898746260761201e-01,9.343102199702960631e-01,9.197840569444837300e-02
4.322230505108225485e-01,4.883426427508468781e-01,7.580928029458120498e-01
6.859190589550703265e-01,3.371661645218345105e-01,6.448519380941845069e-01
4.424011873735533840e-01,1.034428205415094809e-01,8.908315061159922665e-01
8.466251889284109877e-01,5.055356643033510622e-01,1.663113994568680976e-01
7.996254466340835254e-01,5.878409496607439610e-01,1.226464960657139974e-01
8.853780309866630116e-01,1.360992849147201478e-01,4.445027861463654584e-01
8.595010773363007672e-01,3.829459708762777970e-01,3.385414028554903365e-01
7.774261589533322248e-01,5.999770016623232616e-01,1.887754349785921437e-01
9.693778387864557811e-01,6.933881733371169420e-02,2.355816930078868110e-01
8.018959122498455772e-01,5.940333221866558322e-01,6.393244910741764653e-02
