2.724551624262050997e-01,1.880180420873988900e-01,2.954895576760107612e-01,3.637938138047033254e-01,2.210026226381216763e-01,5.301575467822531307e-01,5.838220611073982047e-01
2.277709249928303870e-01,3.676278530482051110e-01,2.054532577814156269e-01,4.760659868773906567e-01,7.227203882008955693e-01,2.840892588983714995e-02,1.448739997551994618e-01
1.338053120746986180e-01,4.923377708160556754e-01,1.927004366448816230e-01,2.166605959666055570e-01,5.813443550233136914e-02,7.655789071685067393e-01,2.571647527719089221e-01
1.618717926392499451e-01,7.775721627231346744e-02,5.090635158989823550e-01,1.718302213497127362e-01,1.023258214826117257e-01,4.948420030892651811e-01,6.509538141168877967e-01
2.170607715863746567e-01,1.988527034950906824e-01,4.401910984256288684e-01,5.776282728096221453e-01,1.461758243894518972e-01,5.510431130750622630e-01,2.467867803701011276e-01
3.190872670297674185e-01,5.653009475610288881e-01,1.098550143477156349e-01,2.094457155686399175e-01,3.589101312105753006e-01,6.237420933472335172e-01,6.936743803759137794e-02
2.072259136566080018e-01,5.725422964016248922e-02,3.897872729851407231e-02,6.171127264034630411e-01,4.557393136892962104e-01,7.937330172364297221e-02,5.978574015248662166e-01
3.458506849835792929e-01,5.395872501571892244e-01,6.654216365862797300e-01,3.454360341301878634e-01,3.152709400173409754e-02,8.632052211215675286e-02,1.366590826016585436e-01
6.079789903705405951e-01,2.795937896926770083e-01,2.326419933325389947e-02,2.156056635045804637e-01,5.360388827028478298e-01,3.494385749167775446e-01,3.093813722871043836e-01
3.724899974937222469e-01,2.892801275061335220e-01,3.423448951429660658e-01,2.111549475394591258e-01,5.410538980981840496e-01,5.680789363016733873e-01,1.813207046756926469e-02
5.665119063116066389e-01,2.643008371269818177e-02,7.278437063200831059e-01,2.749998309130871066e-01,2.257468404529222317e-01,5.341315523691950867e-02,1.384548364027313738e-01
6.136276660308689346e-01,2.981058998047146913e-01,2.289186688060778352e-01,1.853558953606190551e-01,6.186915627554429031e-01,7.444609433702542578e-02,2.439506596085300461e-01
2.541387896289585835e-01,2.210530188430773202e-01,3.564726617447457335e-01,4.199475326164726074e-01,4.963782975697133004e-01,4.567580466078472456e-01,3.579120315175498002e-01
1.880372669282472445e-02,2.380353412352922970e-01,3.113141425411197205e-01,3.722342220685218583e-01,5.806232028927512667e-01,5.763194329319699660e-01,1.955591783781181481e-01
7.958440566625682444e-02,1.835930504068837565e-01,7.557741920634282184e-01,3.544483911945702781e-01,3.883741385411259017e-01,2.837832564144147085e-01,1.782251797551794026e-01
1.799968017844987278e-01,9.408991285724002673e-02,5.084044737826585170e-01,5.538764429500606656e-01,4.703302358606802902e-01,7.788288286314315467e-02,4.076981020568994918e-01
5.688132242839349928e-01,3.013119858006682583e-01,4.522792834804384987e-01,5.346028169831619214e-01,5.507097473784038771e-02,2.985705839244860993e-01,5.593456048881065984e-02
1.561710936167795549e-01,2.177998261062263075e-01,5.159783247201671363e-01,1.447841507178069254e-01,5.803850948707602875e-01,2.130792837869650291e-01,5.086532255468575459e-01
1.681574400709476835e-01,4.746370934006655662e-01,1.972591650836238303e-02,3.329206312357319564e-01,4.353405757198735015e-01,4.797975929366505854e-01,4.642093271106750296e-01
2.839917979382807212e-01,1.529315644198902258e-01,3.980540941053185011e-01,4.880065393875401142e-02,8.063929840619126210e-01,6.883786815096508416e-02,2.830613587425285238e-01
3.514775478909547557e-01,8.638747365812891876e-02,1.857121064179090633e-02,4.267655636477369341e-01,8.293261324533997281e-02,8.240208111829993021e-01,2.527619316404427705e-02
