Number of Queries,Regret,Computation Time
31,[0.03852802],1.4933984279632568
85,[0.43243373],6.994542121887207
15,[0.23332036],0.3950526714324951
25,[0.19316979],0.9167511463165283
26,[0.09495397],1.0328352451324463
17,[0.08484807],0.4558143615722656
79,[0.22882208],6.573271989822388
10,[0.12660291],0.20520663261413574
31,[0.23654763],1.382312297821045
26,[0.14280502],1.0900695323944092
24,[0.24531384],0.8248419761657715
15,[0.33931589],0.4047276973724365
75,[0.30436097],5.897747755050659
25,[0.11728336],1.156435489654541
93,[0.00349982],7.234877586364746
102,[0.0860421],7.986327171325684
28,[0.27188634],1.2641949653625488
31,[0.29601248],1.4544599056243896
29,[-0.0561547],1.9439325332641602
139,[0.33189003],15.466536045074463
24,[0.28141008],0.9000523090362549
83,[0.14113492],6.046542406082153
82,[0.08334502],6.620721101760864
33,[0.18045982],1.6966814994812012
101,[0.16371267],7.164764404296875
24,[0.13834188],1.0895819664001465
18,[0.00171124],0.6619439125061035
97,[0.08768566],6.874143362045288
28,[0.10496661],1.0945415496826172
59,[0.1225871],4.1255106925964355
58,[0.16931245],3.945499897003174
117,[0.07053036],7.247208833694458
105,[0.13891963],11.243863821029663
37,[0.13190932],2.1134889125823975
18,[-0.00825981],0.7020158767700195
68,[0.15232768],5.083297967910767
21,[0.19446251],0.7404301166534424
24,[0.0387362],0.9543955326080322
17,[0.14402102],0.4624495506286621
76,[0.2089344],4.539728879928589
130,[0.27337264],8.418828964233398
22,[0.10679715],0.7435731887817383
29,[-0.10599638],1.454509973526001
24,[0.12953325],0.9088912010192871
113,[0.34898511],10.386887311935425
46,[0.02408084],2.7866854667663574
28,[0.18181424],1.4003503322601318
100,[0.15057111],8.88072681427002
20,[0.12150516],0.6935954093933105
26,[0.2712836],1.038527488708496
124,[0.21528754],12.31728982925415
144,[0.27445354],9.591464757919312
64,[-0.07171658],4.3051838874816895
78,[-0.05397167],5.004284620285034
15,[0.1233503],0.9003453254699707
49,[0.08389977],4.743433713912964
108,[0.03617143],14.43175983428955
26,[-0.06906099],1.1263504028320312
38,[0.22819044],2.0823373794555664
20,[0.06300861],0.838573694229126
87,[0.28334904],5.834266662597656
19,[0.18330308],0.669083833694458
93,[0.24941255],6.713283061981201
29,[-0.08089093],1.3238556385040283
35,[0.24935768],1.6303126811981201
110,[0.03866631],7.83191180229187
55,[0.17077948],3.604283332824707
112,[0.06553675],7.529703140258789
110,[0.05622411],10.025867700576782
24,[0.01045005],0.942617654800415
91,[0.13858862],5.804633617401123
25,[0.05384962],0.9220972061157227
144,[0.032626],12.566319942474365
78,[0.17938071],6.25072169303894
22,[0.05461107],0.705712080001831
97,[0.03015435],8.477890253067017
27,[0.00588606],1.2069847583770752
19,[0.08982559],0.7167308330535889
108,[0.09730281],10.99270510673523
134,[0.07842546],8.795889139175415
20,[0.2051368],0.7857599258422852
141,[-0.0821808],10.283503293991089
19,[0.1517193],0.6159734725952148
24,[0.17976254],1.032790184020996
127,[0.21843186],12.746854066848755
56,[0.16071021],3.75180983543396
19,[0.03762224],0.7076878547668457
14,[0.04702213],0.40287041664123535
67,[0.0098578],4.436945676803589
21,[0.05534566],0.8937950134277344
19,[0.04612867],0.6923782825469971
70,[0.21552303],4.222111225128174
25,[0.16857003],1.1458981037139893
29,[0.03164948],1.775179386138916
20,[0.10965898],0.6618099212646484
102,[0.04452483],9.839133024215698
20,[0.32566943],0.6710484027862549
77,[0.31024311],5.401882886886597
24,[0.06496349],0.874431848526001
107,[0.28664916],6.658616542816162
